name,rest_type
The French Loaf,Bakery
The French Loaf,Quick Bites
The Pakoda Shop,Delivery
Eatapita,Quick Bites
Calcutta Victoria Chat House,Quick Bites
Float Brewery,Microbrewery
Float Brewery,Casual Dining
Al-Baik Kabab Centre,Quick Bites
Curries & Chillies,Takeaway
Curries & Chillies,Delivery
The Second Wife,Casual Dining
Bhajanka's Restaurant,Casual Dining
Aadvik Nightfood,Delivery
Truffles,Cafe
Truffles,Casual Dining
Cafe Azzure,Cafe
Ginger Greens,Casual Dining
Bunty's Belly,Cafe
K.G.N Kabbab Corner,Quick Bites
Angaar Indian Grill & Restaurant,Casual Dining
Kesar Sweet Shop And Fast Food,Quick Bites
The Bridge Walk Cafe,Cafe
Dhadoom,Quick Bites
Karachi Bakery,Bakery
Natural Ice Cream,Dessert Parlor
Lakeview Milkbar,Dessert Parlor
Lakeview Milkbar,Cafe
Mayonaise,Cafe
Hennuru Cafe & Restaurant,Quick Bites
Fragrant Kitchen,Casual Dining
Fragrant Kitchen,Cafe
The Gluten Free Baking Co.,Bakery
Delicious Momos,Kiosk
The Sugar Fairy,Bakery
Indie Fusion Multi Cuisine Restaurant,Quick Bites
Fatty Chang,Quick Bites
Shiva's Naram Garam,Quick Bites
The ThickShake Factory,Beverage Shop
ILA Kitchen,Casual Dining
The French Corner,Bakery
The French Corner,Dessert Parlor
Chintu Chit Chat Centre,Quick Bites
Cafe Nibras,Cafe
Creamyum,Delivery
California Burrito,Food Court
California Burrito,Quick Bites
S L V Food Joint,Quick Bites
The Pipe Rack,Casual Dining
Cake House - Story Cafe,Quick Bites
Venky's Xprs,Quick Bites
Venky's Xprs,Meat Shop
Orchid Wine And Dine,Casual Dining
Hyderbadi Irani Tea,Quick Bites
Sandesh,Sweet Shop
Alibaba Cafe and Restaurant,Casual Dining
Rolls On Wheels,Quick Bites
De3 - The Eatery,Food Truck
IFun Burgers N More,Quick Bites
Jwala Indian & Chinese Fast Food,Quick Bites
A Baker's Confession,Bakery
Juice Day,Beverage Shop
Juice Day,Quick Bites
Taste Of The Nation,Delivery
Nutri Fit,Quick Bites
Dezzertz,Bakery
La Mirch,Delivery
Kartik,Casual Dining
Kartik,Bar
Biriyummy,Quick Bites
Panchamukhi Sagar,Quick Bites
Urban Bakes & Cafe,Cafe
T4U Cafe,Quick Bites
Hungry Bite Cafe,Quick Bites
S-Aachies Hotel,Quick Bites
Hotel Gowdru Mane,Quick Bites
Al Karim,Casual Dining
Leela's Kitchen,Quick Bites
"Cakes, Crumbs & Magic",Bakery
Mazedaar,Quick Bites
The Flavours,Casual Dining
Shammah's,Quick Bites
Biryani Treats,Delivery
Simu?s Kitchen,Takeaway
Simu?s Kitchen,Delivery
Chai Kada,Beverage Shop
Chai Kada,Quick Bites
Paper Cup Cafe,Quick Bites
Delish Chinese Fast Food,Quick Bites
OvenTreats - Patisserie.Bistro,Casual Dining
Creme Bliss,Bakery
Zam Zam Restaurant,Quick Bites
Parantha Singh,Quick Bites
Ahmad's Chicken Hut,Quick Bites
Crunchees Cafeteria,Quick Bites
Raees Restaurant,Casual Dining
7 Spice,Quick Bites
New Prashanthi Donne Biryani,Quick Bites
Meat Up Barbecue & More,Quick Bites
Flayvours4u,Dessert Parlor
Flayvours4u,Beverage Shop
Innate,Delivery
Firki Cafe,Casual Dining
The Lovin' Oven Cakery,Bakery
Grow Fit,Delivery
Upsouth,Food Court
Ali Bhai- Rolls and Kebabs,Delivery
Banarasi Tadka,Quick Bites
Victoria Terminus,Quick Bites
Sotang's,Quick Bites
Delish Chinese Fast Food,Quick Bites
Shake It Off,Beverage Shop
Wow Tasty Food,Quick Bites
Moghul's Restaurant,Casual Dining
Kings Court,Casual Dining
Lassi Corner,Beverage Shop
Hunger Twist,Delivery
Havmor,Takeaway
Havmor,Delivery
Naidu Military Hotel,Quick Bites
The Rennan's Cafe,Quick Bites
Tawa Fresh,Quick Bites
Cafe Jezve,Cafe
CK's Bakery,Bakery
Artville Cafe,Cafe
Farha Real Taste Of Kerala,Quick Bites
Hoppipola,Lounge
Best B Restaurant,Quick Bites
Debby's Kitchen,Quick Bites
Reddy's Naati Mane,Quick Bites
SK Tiffins Corner,Quick Bites
Sai Bhavan Veg & Non Veg,Quick Bites
Based On A True Story- Bistro,Cafe
Based On A True Story- Bistro,Quick Bites
Sweet Moments Express,Sweet Shop
Sweet Moments Express,Quick Bites
Kanti Sweets,Quick Bites
Gold Line Breadz,Bakery
Gold Line Breadz,Quick Bites
Anand Sweets and Savouries,Quick Bites
Gelato Italiano,Dessert Parlor
Gelato Italiano,Bakery
Sreeraj Lassi Bar,Dessert Parlor
Sreeraj Lassi Bar,Beverage Shop
Ganesh Bakery,Bakery
Kiko,Takeaway
Kiko,Delivery
Sweenack Sweets,Sweet Shop
Sprinkled,Takeaway
Sprinkled,Delivery
Bake N Joy,Dessert Parlor
Cafe Coffee Day,Cafe
Belgian Waffle Factory,Dessert Parlor
XO Belgian Waffle,Dessert Parlor
The Chocolate Heaven,Dessert Parlor
The Chocolate Heaven,Cafe
Corner House Ice Cream,Dessert Parlor
Amma's Pastries,Bakery
Mugful Of Stories,Dessert Parlor
Snow'ora,Dessert Parlor
The Belgian Waffle Co.,Dessert Parlor
Karachi Bakery,Bakery
Natural Ice Cream,Dessert Parlor
Lakeview Milkbar,Dessert Parlor
Lakeview Milkbar,Cafe
Polar Bear,Dessert Parlor
Eunoia,Cafe
Eunoia,Bakery
American Desserts,Takeaway
American Desserts,Delivery
IceBreakers,Dessert Parlor
Momma's Pastries Fine Bakery And Cafe,Bakery
Cream Stone,Dessert Parlor
Roll Over,Dessert Parlor
The Original Bistro,Casual Dining
Fragrant Kitchen,Casual Dining
Fragrant Kitchen,Cafe
The Gluten Free Baking Co.,Bakery
Thanco's Natural Ice Cream,Dessert Parlor
Keventers,Beverage Shop
Keventers,Dessert Parlor
Warm Oven,Bakery
Warm Oven,Dessert Parlor
Waffle Stories,Food Court
Sweet Truth,Delivery
The French Corner,Bakery
The French Corner,Dessert Parlor
Thran Bakery,Bakery
Ibaco,Dessert Parlor
Krispy Kreme,Dessert Parlor
Creamyum,Delivery
Jai Mataji Farshan & Sweets,Sweet Shop
Jai Mataji Farshan & Sweets,Quick Bites
Bombay Chowpaty Kulfi,Dessert Parlor
The Chocolate Heaven - Cakes,Dessert Parlor
The Chocolate Heaven - Cakes,Bakery
The Pipe Rack,Casual Dining
Cake House - Story Cafe,Quick Bites
Cupcake Bliss,Takeaway
Cupcake Bliss,Delivery
CAD (M) CAD (B),Kiosk
KC Das - Elite Sweets,Sweet Shop
KC Das - Elite Sweets,Quick Bites
A Baker's Confession,Bakery
Talk of the Town,Bakery
Sri Krishna Sweets,Sweet Shop
Just Bake,Bakery
Just Bake,Quick Bites
Facebake,Bakery
Havmor,Takeaway
Havmor,Delivery
Dezzertz,Bakery
Arun Icecreams,Dessert Parlor
"Cakes, Crumbs & Magic",Bakery
Sri Venkateshwara Sweets Chats Juice Centre,Beverage Shop
Lava Kaffe,Cafe
OvenTreats - Patisserie.Bistro,Casual Dining
Creme Bliss,Bakery
Baskin Robbins,Dessert Parlor
Firki Cafe,Casual Dining
The Lovin' Oven Cakery,Bakery
Sweet Chariot,Dessert Parlor
The French Loaf,Bakery
The French Loaf,Quick Bites
Dream Scoopers,Dessert Parlor
The Bridge Walk Cafe,Cafe
Avista Cafe Pizzeria,Cafe
INDULGE by InnerChef,Bakery
Patisserie Nitash,Bakery
CK's Bakery,Bakery
The Sugar Fairy,Bakery
Pretty Baked,Takeaway
Pretty Baked,Delivery
Leia Soul Food,Bakery
Flayvours4u,Dessert Parlor
Flayvours4u,Beverage Shop
Cafe D'Costa,Bakery
SS Bucket Biryani,Casual Dining
Nandhana Palace,Casual Dining
Nandhana Palace,Bar
Onesta,Casual Dining
Onesta,Cafe
Connie's Restaurant & Steakhouse,Casual Dining
Raidan Restaurant,Casual Dining
Giselle Resto Cafe,Cafe
OKI,Casual Dining
Mahadii's,Casual Dining
Thalassery Restaurant,Casual Dining
Arirang Korean Restaurant,Casual Dining
Sangam Mess,Mess
Delicious Momos,Casual Dining
Abhiruchi,Casual Dining
The Mangalorean,Casual Dining
Kannur Restaurant,Quick Bites
Savoury Restaurant,Casual Dining
Vanas,Casual Dining
Churrascaria Brazil,Casual Dining
New Peking,Casual Dining
Empire Restaurant,Casual Dining
Al-Badia Restaurant,Casual Dining
Hyderabad Biryaani Palace,Casual Dining
Cafe Thulp,Cafe
Yomama!!,Cafe
Samovar,Casual Dining
Regency Park,Casual Dining
Have More,Casual Dining
Twins,Casual Dining
Twins,Bar
Food Star,Casual Dining
Rahhams,Casual Dining
Sumac Resto Cafe,Cafe
Al Amal Cafe,Cafe
Al Amal Cafe,Quick Bites
Asia In A Box,Casual Dining
Paaramparya Restaurant,Casual Dining
18+ Ice Cafe,Cafe
Bhajanka's Restaurant,Casual Dining
Wild Range Restaurant,Casual Dining
Lemlei Cafe,Cafe
Maddy's Cafe,Cafe
New Hilal Restaurant,Casual Dining
A2B - Adyar Ananda Bhavan,Casual Dining
Sree Gajanana Juice Centre,Beverage Shop
Al-Arabi Restaurant,Casual Dining
Zu's Doner Kebaps,Dine-out
SHAIK's DYNASTY,Casual Dining
Kenriy The Restro,Casual Dining
Hayaat,Casual Dining
Bite and Pipes,Casual Dining
Panda Boy,Casual Dining
H3O,Bar
Ocean's Delight,Casual Dining
Sukh Sagar,Casual Dining
White Oak Cafe,Cafe
Davis Bar And Restaurant,Bar
Al Amanah Cafe,Quick Bites
Kaapikada,Quick Bites
Big Chicken,Quick Bites
Huko Mukho Hangla,Quick Bites
Burger King,Quick Bites
Home Food,Quick Bites
Chickpet Donne Biryani House,Quick Bites
Sidra Eatery,Quick Bites
Food Box,Quick Bites
Just Shawarma,Quick Bites
KFC,Quick Bites
Eatapita,Quick Bites
Fish Chain,Quick Bites
Momoz,Quick Bites
Navarang Fast Food,Quick Bites
Gold Line Breadz,Bakery
Gold Line Breadz,Quick Bites
Five Star Chicken,Quick Bites
Anu Momos Chinese Kitchen,Quick Bites
Bisi Thindi,Quick Bites
Chaithra Restaurant,Quick Bites
Faasos,Quick Bites
Jingo BBQ & Burgers,Quick Bites
JS Food Court,Quick Bites
Pathaan Sir,Quick Bites
Cafe Beirut,Quick Bites
The Rennan's Cafe,Quick Bites
Shawarma King Restaurant,Quick Bites
Sotang's,Quick Bites
Coorg Lunch Home,Quick Bites
NTR Cafe,Quick Bites
Le Roll Cafe,Quick Bites
Mizo Dawr,Quick Bites
Koobi Veg & Non-Veg,Quick Bites
Krussh,Quick Bites
Naidu Military Hotel,Quick Bites
Hotel Sagar,Quick Bites
Cafe Sulaimani,Quick Bites
Chubalas Curry And Rice,Quick Bites
Banarasi Chat Centre,Quick Bites
New Kairali Restaurant,Quick Bites
Ice Berg,Quick Bites
Sree Gajanana Fruit Juice Centre,Quick Bites
Sidekicks,Quick Bites
Doner Bel,Quick Bites
CutePorkie,Quick Bites
Sannidhi Grand,Quick Bites
McDonald's,Quick Bites
Calicut Restaurant,Quick Bites
Chetty's Corner,Quick Bites
Sri Sagar,Quick Bites
AB's - Absolute Barbecues,Casual Dining
Sigree Global Grill,Casual Dining
Sigree Global Grill,Bar
Float Brewery,Microbrewery
Float Brewery,Casual Dining
Brewklyn Microbrewery,Microbrewery
Brewklyn Microbrewery,Casual Dining
Barbeque Nation,Casual Dining
Truffles,Cafe
Truffles,Casual Dining
Mainland China,Casual Dining
Kapoor's Cafe,Casual Dining
Imperio Restaurant,Casual Dining
Zamindar,Casual Dining
Cafe Azzure,Cafe
Chulha Chauki Da Dhaba,Casual Dining
Hoppipola,Lounge
Sri Durga Nellore Mess,Mess
Mamaji's,Casual Dining
BYLI - Bet You Love It!,Casual Dining
Ginger Greens,Casual Dining
Maraheb Restaurant,Casual Dining
Cafe Pink Pajamas,Cafe
Suvarna Sree Food Paradise,Quick Bites
Teburu,Casual Dining
Casa De Goa,Casual Dining
Casa De Goa,Pub
The Local,Pub
The Local,Casual Dining
Tamarind - Tamarind Hospitality,Casual Dining
Wanderers,Microbrewery
Wanderers,Casual Dining
Sherlock's Pub,Pub
Sherlock's Pub,Casual Dining
Keto Kitchen,Casual Dining
7 Plates,Casual Dining
Sri Ruchi Restuarant,Casual Dining
Spice Kitchen,Casual Dining
The Coorg Food Co.,Casual Dining
Little Italy,Casual Dining
FireHouse - Bar & Kitchen,Pub
Angaar Indian Grill & Restaurant,Casual Dining
Thran,Casual Dining
The Filter Coffee,Mess
Beijing Bites,Casual Dining
Manasa Fishland,Casual Dining
Coffee Mechanics,Cafe
Aioli,Casual Dining
Chung Wah,Casual Dining
Pecos Mojo,Pub
Bottoms Up Resto Bar,Bar
Saffron Vegetarian Cuisine,Casual Dining
Global Flavors,Casual Dining
Marakachi,Casual Dining
Vera Italiano,Casual Dining
Hungry Vihaari,Casual Dining
The Chef's Kitchen,Casual Dining
China Pearl,Casual Dining
Purnabramha Maharashtrian Restaurant,Casual Dining
Aqni,Casual Dining
Artville Cafe,Cafe
Wokanaka - The Casual Chinese Pitstop,Casual Dining
The Story Wall Bistro,Casual Dining
Biriyani House,Casual Dining
Olive Garden,Casual Dining
Fiddler's Green,Casual Dining
Fiddler's Green,Bar
Vijaya Gardenia,Casual Dining
Countryside - The Taste of Chettinad,Casual Dining
Eunoia,Cafe
Eunoia,Bakery
Zyara,Casual Dining
Patio - The Resto Cafe,Cafe
Patio - The Resto Cafe,Quick Bites
The Grill House,Casual Dining
Agent Jack's Bar,Bar
Sufi Restaurant & Cafe,Casual Dining
Chung's Chinese Corner,Casual Dining
An Egg Story,Cafe
RawStraw,Cafe
Bhagini,Casual Dining
Bhagini,Bar
Yuan Restaurant,Casual Dining
Delicacy,Casual Dining
Khyma Biryani,Casual Dining
4 Seasons Restaurant,Casual Dining
Taste Of Nawaabs,Casual Dining
Donne Biriyani Mane,Quick Bites
2 Statez,Casual Dining
Hi Seoul,Casual Dining
Swagatham Rayalaseema Ruchulu,Casual Dining
Mayonaise,Cafe
Chichaba's Taj,Casual Dining
Draggers Caf̩,Cafe
Srinathjis,Casual Dining
Srinathjis,Cafe
The Original Bistro,Casual Dining
Fragrant Kitchen,Casual Dining
Fragrant Kitchen,Cafe
Raanthal,Quick Bites
Moghul's Restaurant,Casual Dining
Lil Asia,Casual Dining
Delicious Momos,Kiosk
The Bawarchi,Casual Dining
Le Spice Restaurant,Casual Dining
My China,Casual Dining
New Krishna Sagar,Casual Dining
New Shanthi Sagar,Casual Dining
Navami Kitchen,Casual Dining
Knowhere,Bar
Food Magic Restaurant,Quick Bites
Brew Bakes Cafe,Cafe
Nandhini,Casual Dining
Nandhini,Bar
Adukkala Restaurant,Casual Dining
Sizzling Szechuan,Casual Dining
ILA Kitchen,Quick Bites
Mani's Dum Biryani,Casual Dining
Inchara Restaurant,Casual Dining
Cafe Nibras,Cafe
New Salem Spices,Casual Dining
Cafe Get Hooked,Cafe
Alter Ego D'Deli,Cafe
The Sky Lounge - Tamarind Hospitality,Bar
Hotel Little Imperial,Casual Dining
Amigos Kitchen,Quick Bites
The Pipe Rack,Casual Dining
Noodles,Casual Dining
The Sanctuary,Cafe
Cafe Coffee Day,Cafe
Shahi Hyderabadi Dum Biryani,Casual Dining
Hongkong Noodles,Casual Dining
The Urban Roof,Casual Dining
Orchid Wine And Dine,Casual Dining
New Kadai,Casual Dining
Degchi Restaurant,Casual Dining
Rasa Cafe,Cafe
Tang of Jamaica,Casual Dining
New Udupi Park,Casual Dining
Alibaba Cafe and Restaurant,Casual Dining
De3 - The Eatery,Food Truck
Cafe China,Quick Bites
Shake It,Beverage Shop
Coffee@Arens,Cafe
Kings Court,Casual Dining
Paradox Rest-O-Cafe,Casual Dining
Taste Of The Nation,Dine-out
Ali Bhai- Rolls and Kebabs,Dine-out
Oregano Pizzeria,Quick Bites
Kartik,Casual Dining
Kartik,Bar
Urban Bakes & Cafe,Cafe
T4U Cafe,Quick Bites
Al Karim,Casual Dining
The Flavours,Casual Dining
Chai Kada,Beverage Shop
Chai Kada,Quick Bites
OvenTreats - Patisserie.Bistro,Casual Dining
JamayCafe,Cafe
Specialist Restaurant,Quick Bites
Raees Restaurant,Casual Dining
Chaai Resto,Cafe
Ammi's Biryani,Casual Dining
Sugar N Spice,Quick Bites
Pizza Hut,Casual Dining
The Chocolate Heaven,Dessert Parlor
The Chocolate Heaven,Cafe
Mavalli Tiffin Room (MTR),Quick Bites
The Feast Fries,Quick Bites
K.G.N Kabbab Corner,Quick Bites
Donne Biriyani Mane,Quick Bites
Kesar Sweet Shop And Fast Food,Quick Bites
Shanghai Times,Quick Bites
Paratha Singh,Dine-out
Kanthari,Quick Bites
Al Madina Roll House,Quick Bites
Pooja Dosa Camp,Quick Bites
Chinnu's Mane Biryani,Quick Bites
Brindavan Veg,Quick Bites
Despiwich Dragon's Kitchen,Quick Bites
Domino's Pizza,Quick Bites
Dhadoom,Quick Bites
Mangalore Lunch Home,Quick Bites
Chaat Street,Quick Bites
Donne Biryani Kuteera,Quick Bites
Matru Sagar,Quick Bites
Sri Banashankari Donne Biriyani,Quick Bites
Lakeview Milkbar,Dessert Parlor
Lakeview Milkbar,Cafe
Al Barack Cafetaria,Quick Bites
Ambujam's Chettinad Mess,Quick Bites
Ambujam's Chettinad Mess,Mess
Vijayalaxmi Veg,Quick Bites
Leon Grill,Quick Bites
Kenny's Restaurant,Quick Bites
Oye Hoye,Quick Bites
Upsouth,Food Court
Subway,Quick Bites
Srinidhi Upachar,Quick Bites
Momma's Pastries Fine Bakery And Cafe,Bakery
De Grand Restaurant,Quick Bites
Srinidhi Veg Food Court,Quick Bites
Gowdru Hotel,Quick Bites
American Bites,Quick Bites
Coffee Thindi,Quick Bites
Zabi,Quick Bites
Chintu Chit Chat Centre,Quick Bites
Goli Vada Pav No.1,Quick Bites
Cafe Nukkad,Quick Bites
Upahara Mandira,Quick Bites
Eagles Pizza,Quick Bites
Vietnamese Kitchen,Quick Bites
Kanti Sweets,Quick Bites
Al-Baik Kabab Centre,Quick Bites
Indie Fusion Multi Cuisine Restaurant,Quick Bites
29 Degrees North,Quick Bites
Fatty Chang,Quick Bites
Shiva's Naram Garam,Quick Bites
SGS Nonveg- Gundu Palav,Quick Bites
The French Corner,Bakery
The French Corner,Dessert Parlor
North Se South Veg & Non-Veg Restaurants,Quick Bites
7 to 11 Food Court,Quick Bites
California Burrito,Food Court
California Burrito,Quick Bites
Twilight Global Restaurant,Quick Bites
Chikpet Donne Biriyani Corner,Quick Bites
Malabar Food Court,Quick Bites
S L V Food Joint,Quick Bites
Balle Balle Dhaba,Quick Bites
Udupi Gardenia,Quick Bites
Cake House - Story Cafe,Quick Bites
Venky's Xprs,Quick Bites
Venky's Xprs,Meat Shop
Pizza Stop,Quick Bites
Cafe 99 Kerala Mess,Quick Bites
Papanna's Biriyani,Quick Bites
WOW! Momo,Food Court
Curries & Chillies,Quick Bites
Sri Devi Sagar,Quick Bites
Hyderbadi Irani Tea,Quick Bites
Raghavendra Bhavan,Quick Bites
T-hut Cafe,Quick Bites
Cafe P Square,Quick Bites
Udupi Sri Krishna Cafe,Quick Bites
Wood Fire Pizza,Quick Bites
Reddy's Naati Mane,Quick Bites
New Udupi Upahara,Quick Bites
Rolls On Wheels,Quick Bites
BS Kolkatta Chats,Quick Bites
IFun Burgers N More,Quick Bites
Jwala Indian & Chinese Fast Food,Quick Bites
Bismillah Kabab Center,Quick Bites
Taste Of Andhra,Quick Bites
Meat And Eat,Quick Bites
Madurai Idly Dosai Centre,Quick Bites
M.M.A Kabab Rolls & Biriyani Center,Quick Bites
New York Burrito,Quick Bites
Chetty's Coffee,Quick Bites
The Fresh 'N' Grill,Quick Bites
Nutri Fit,Quick Bites
Lenny's Kitchen,Quick Bites
Sai Bhavan Veg & Non Veg,Quick Bites
Taste The Flame,Quick Bites
Reddy's Corner Restaurant,Quick Bites
New Udupi Grand,Quick Bites
Biriyummy,Quick Bites
Sri Datta Biryani House,Quick Bites
Panchamukhi Sagar,Quick Bites
Hungry Bite Cafe,Quick Bites
Delish Chinese Fast Food,Quick Bites
Curries & Chillies,Quick Bites
Best B Restaurant,Quick Bites
Curries & Pickles,Quick Bites
S-Aachies Hotel,Quick Bites
Hotel Gowdru Mane,Quick Bites
Leela's Kitchen,Quick Bites
Udupas Veg Restaurant,Quick Bites
Mazedaar,Quick Bites
Sri Krishna Bhavan,Quick Bites
Leung Fast Food,Quick Bites
Paper Cup Cafe,Quick Bites
Delish Chinese Fast Food,Quick Bites
Zam Zam Restaurant,Quick Bites
Parantha Singh,Quick Bites
Ahmad's Chicken Hut,Quick Bites
Crunchees Cafeteria,Quick Bites
Juba Cafe,Quick Bites
7 Spice,Quick Bites
Cafe Qissa,Quick Bites
Meat Up Barbecue & More,Quick Bites
Ranga's Paradise,Quick Bites
Chaitra Restaurant,Quick Bites
Paranthas and Dosas,Quick Bites
Naina Nand Food Express,Quick Bites
Chickpet Donne Biriyani Mane,Quick Bites
The Bridge Walk Cafe,Cafe
The Bridge Walk Cafe,Cafe
Altaf's Chillies Restaurant,Casual Dining
Sanky's Burger House,Quick Bites
Sunny Side Bistro,Cafe
Al-Baik Tandoori Restaurant,Quick Bites
Hennuru Cafe & Restaurant,Quick Bites
Cafe Jezve,Cafe
Sulemani Chichas,Quick Bites
SV Indian Restaurant,Quick Bites
Hotel Zam Zam,Quick Bites
Hotel New Karavali,Casual Dining
Hotel New Karavali,Bar
Shammah's,Quick Bites
Just Protein,Food Truck
Keral Kitchen,Quick Bites
Sandesh Restaurant,Quick Bites
Jai Karnataka Biryani Paradise,Quick Bites
Ambur Hot Dum Biryani,Quick Bites
New Udupi Park Deluxe,Quick Bites
Mini Fast Food,Quick Bites
New Prashanthi Donne Biryani,Quick Bites
Bangalore Vibes,Quick Bites
Vijayalakshmi Veg,Quick Bites
Silver Spoon Restaurant,Quick Bites
Thalassery Plaza,Quick Bites
The Local,Pub
The Local,Casual Dining
Float Brewery,Microbrewery
Float Brewery,Casual Dining
Brewklyn Microbrewery,Microbrewery
Brewklyn Microbrewery,Casual Dining
Twins,Casual Dining
Twins,Bar
H3O,Bar
Davis Bar And Restaurant,Bar
Hoppipola,Lounge
Wanderers,Microbrewery
Wanderers,Casual Dining
Sherlock's Pub,Pub
Sherlock's Pub,Casual Dining
FireHouse - Bar & Kitchen,Pub
Pecos Mojo,Pub
Bottoms Up Resto Bar,Bar
Fiddler's Green,Casual Dining
Fiddler's Green,Bar
Agent Jack's Bar,Bar
Knowhere,Bar
The Sky Lounge - Tamarind Hospitality,Bar
Sultans of Spice,Casual Dining
Buff Buffet Buff,Casual Dining
Buff Buffet Buff,Bar
The Black Pearl,Casual Dining
The Black Pearl,Bar
Onesta,Casual Dining
Onesta,Cafe
Hanoi - Vietnamese Cuisine,Casual Dining
Banjara Melting Pot,Casual Dining
Cilantro,Casual Dining
Cilantro,Bar
China Down Town,Casual Dining
XOOX Brewmill,Microbrewery
XOOX Brewmill,Casual Dining
Boho,Casual Dining
Foxtrot - House of Subculture,Cafe
Foxtrot - House of Subculture,Lounge
Asia Kitchen By Mainland China,Casual Dining
Asia Kitchen By Mainland China,Bar
Barbeque Nation,Casual Dining
Punjab Bistro,Casual Dining
Punjab Bistro,Bar
Bonsouth,Casual Dining
By The Blue - Grand Mercure,Casual Dining
Toscano,Casual Dining
Barleyz,Lounge
Barleyz,Microbrewery
Salt - Indian Restaurant Bar & Grill,Casual Dining
Empire Restaurant,Casual Dining
Magnolia,Casual Dining
Hunan,Casual Dining
Tangerine - Davanam Sarovar Portico Suites,Casual Dining
